visitorid,rank,itemid,score
966187,7,350384,0.0006704948609694839
966187,8,337327,0.0006603486835956573
966187,9,111530,0.0006462116725742817
966187,10,80435,0.0006335144280456007
575947,1,447661,0.000047746478230692446
575947,2,7943,0.00003433834353927523
575947,3,65273,0.00002472091728122905
575947,4,263692,0.000022227706722333096
575947,5,190000,0.00002188548751291819
575947,6,264604,0.0000210388025152497
575947,7,441668,0.000020130997654632665
575947,8,153778,0.000018634211301105097
575947,9,270865,0.000017278245650231838
575947,10,94121,0.000016618050722172484
1257003,1,316753,0.0012013649102300406
1257003,2,266900,0.0009988908423110843
1257003,3,253615,0.0009504096815362573
1257003,4,335975,0.000920948339626193
1257003,5,172894,0.0009166165837086737
1257003,6,227790,0.0008708060486242175
1257003,7,82586,0.0008642319589853287
1257003,8,67304,0.0008304276270791888
1257003,9,40870,0.0007996683707460761
1257003,10,445351,0.0007429635152220726
283546,1,312728,4.309254730827661e-9
283546,2,409804,4.061315284076272e-9
283546,3,46232,3.6640854794711686e-9
283546,4,29196,3.5803691122993087e-9
283546,5,345279,3.466420928077696e-9
283546,6,384302,3.0410611806530596e-9
283546,7,23762,2.5930972924470552e-9
283546,8,445351,2.5438204875882775e-9
283546,9,37029,2.360525774847133e-9
283546,10,116624,2.3286377270892444e-9
906179,1,298009,7.604180063403021e-10
906179,2,384302,4.829272537421048e-10
906179,3,7943,4.4325598747008144e-10
906179,4,219512,3.9496170223252136e-10
906179,5,231243,3.0459418320916143e-10
906179,6,416017,2.6609134340382923e-10
906179,7,306289,2.630962114835711e-10
906179,8,431099,2.6235663641571705e-10
906179,9,129457,2.477651139809467e-10
906179,10,234255,2.4759119754413916e-10
516028,1,65273,0.0000824285380076617
516028,2,48030,0.00007853117858758196
516028,3,369447,0.00007635680231032893
516028,4,315543,0.000072606882895343
516028,5,211418,0.00005390883234213106
516028,6,272455,0.00005146062176208943
516028,7,350384,0.00003954498970415443
516028,8,213102,0.0000377975738956593
516028,9,17108,0.000037087964301463217
516028,10,235047,0.000036184501368552446
464737,1,461686,0.003013422479853034
464737,2,190000,0.0021263943053781986
464737,3,420960,0.0019580801017582417
464737,4,268883,0.001836999785155058
464737,5,119736,0.0018161879852414131
464737,6,369158,0.0017296833684667945
464737,7,92466,0.001722632092423737
464737,8,350384,0.0016692887293174863
464737,9,131385,0.001619931892491877
464737,10,384302,0.0015368324238806963
614688,1,5411,1.3156463696262222e-9
614688,2,546,1.2173946295490623e-9
614688,3,248455,1.1319687409638846e-9
614688,4,128296,6.41385944355477e-10
614688,5,252344,6.16611872672479e-10
614688,6,420960,5.865715690944739e-10
614688,7,222888,5.525730428779241e-10
614688,8,268883,5.252605017602718e-10
614688,9,315545,5.230703647995938e-10
614688,10,37029,5.203442121626267e-10
1048209,1,420960,0.00007632185588590801
1048209,2,175356,0.00007444575021509081
1048209,3,280375,0.0000665111729176715
1048209,4,16813,0.00006500952440546826
1048209,5,46156,0.00006431883957702667
1048209,6,133907,0.00006297710933722556
1048209,7,23762,0.00005810822040075436
1048209,8,268883,0.00005716160012525506
1048209,9,283916,0.00005604437319561839
1048209,10,170262,0.0000548353127669543
769262,1,48030,1.3326978205441264e-6
769262,2,153778,1.290831960432115e-6
769262,3,133907,1.1262204679951537e-6
769262,4,394678,1.1120250746898819e-6
769262,5,298009,9.479975915382965e-7
769262,6,208939,7.755863862257684e-7
769262,7,464731,7.562267683169921e-7
769262,8,420960,7.242250035233155e-7
769262,9,262186,6.22409629613685e-7
769262,10,444190,6.221453077159822e-7
470531,1,369447,0.00004503834497882053
470531,2,398579,0.000029470764275174588
470531,3,148360,0.0000293977718683891
470531,4,179601,0.00002788694473565556
470531,5,442431,0.000027047633921029046
470531,6,222888,0.000025141060177702457
470531,7,17478,0.000025095478122239
470531,8,457231,0.00002491522900527343
470531,9,442131,0.000023432956368196756
470531,10,290999,0.000022309150153887458
302032,1,199233,0.0013922674115747213
302032,2,314579,0.0012991842813789845
302032,3,349516,0.0011394241591915488
302032,4,415610,0.001089968252927065
302032,5,313163,0.0010603059781715274
302032,6,465522,0.0009547557565383613
302032,7,17114,0.0008827236015349627
302032,8,244717,0.000857694074511528
302032,9,303833,0.0008458379888907075
302032,10,310702,0.0008283452480100095
618756,1,420960,0.003996127285063267
618756,2,162139,0.0031113203149288893
618756,3,409804,0.0030065386090427637
618756,4,268883,0.0027682194486260414
618756,5,29196,0.002508451696485281
618756,6,350384,0.002491877879947424
618756,7,283916,0.002317146398127079
618756,8,211418,0.0022464198991656303
618756,9,66752,0.002172831678763032
618756,10,167399,0.002145797712728381
123373,1,298009,1.0663280258782493e-9
123373,2,384302,9.927478838989146e-10
123373,3,219512,9.37522948163405e-10
123373,4,7943,8.699088116514986e-10
123373,5,416017,7.435183579929117e-10
123373,6,306289,4.84807305412005e-10
123373,7,231243,4.805490450010552e-10
123373,8,190000,4.759294069955899e-10
123373,9,45226,4.688206489689151e-10
123373,10,431099,4.684045928904368e-10
787091,1,7943,6.564065402336894e-10
787091,2,298009,6.234234795066129e-10
787091,3,219512,5.756809473567159e-10
787091,4,384302,5.663844948600172e-10
787091,5,161623,4.43322017984471e-10
787091,6,138427,4.2602893435272904e-10
787091,7,379520,3.5294006606179096e-10
787091,8,190000,3.350565380699777e-10
787091,9,234255,3.325546227284093e-10
787091,10,306289,2.7480434594551184e-10
132544,1,247909,0.008808090351521969
132544,2,158666,0.007796499878168106
132544,3,354233,0.0060674468986690044
132544,4,390591,0.005010825116187334
132544,5,279457,0.0034957597963511944
132544,6,96924,0.0028058174066245556
132544,7,133814,0.0028053014539182186
132544,8,98425,0.0026219142600893974
132544,9,216305,0.0024514091201126575
132544,10,233734,0.0024122304748743773
281367,1,441668,3.96102268496179e-6
281367,2,17478,2.8623903745028656e-6
281367,3,309778,2.7877067623194307e-6
281367,4,119736,2.7200853764952626e-6
281367,5,124193,2.6372508727945387e-6
281367,6,460553,2.530842039050185e-6
281367,7,234255,2.4506100544385845e-6
281367,8,420960,2.4407374894508393e-6
281367,9,454818,2.3634488570678513e-6
281367,10,449489,2.205308192060329e-6
800500,1,23762,0.001832348294556141
800500,2,461686,0.0016553581226617098
800500,3,78265,0.0015878166304901242
800500,4,381613,0.0015402714489027858
800500,5,132683,0.001419049920514226
800500,6,259884,0.0013506704708561301
800500,7,318333,0.001346834353171289
800500,8,185677,0.0013441898627206683
800500,9,394678,0.001301849028095603
800500,10,289103,0.0012960839085280895
767641,1,315543,0.024161428213119507
767641,2,5411,0.01663900539278984
767641,3,12765,0.013528823852539062
767641,4,255725,0.012663345783948898
767641,5,66974,0.01147301122546196
767641,6,7943,0.010333850048482418
767641,7,466385,0.010067037306725979
767641,8,361956,0.009852427989244461
767641,9,268955,0.009188865311443806
767641,10,461190,0.009038722142577171
611316,1,158666,7.469245247193612e-6
611316,2,354233,7.342154276557267e-6
611316,3,461686,6.496793503174558e-6
611316,4,247909,6.132971975603141e-6
611316,5,96924,4.9793616199167445e-6
611316,6,315543,4.601386081048986e-6
611316,7,390591,4.4426092244975735e-6
611316,8,6605,4.375999196781777e-6
611316,9,92466,4.292833637009608e-6
611316,10,318333,3.997032763436437e-6
390046,1,247909,0.008808089420199394
390046,2,158666,0.007796499878168106
390046,3,354233,0.006067446433007717
390046,4,390591,0.005010825116187334
390046,5,279457,0.003495759330689907
390046,6,96924,0.002805817173793912
390046,7,133814,0.002805301221087575
390046,8,98425,0.002621914492920041
390046,9,216305,0.0024514091201126575
390046,10,233734,0.0024122309405356646
136843,1,357054,4.142273610341363e-6
136843,2,315545,3.983324859291315e-6
136843,3,7943,3.967150405514985e-6
136843,4,63499,3.926646058971528e-6
136843,5,96417,3.6676565287052654e-6
136843,6,450082,3.5535199458536226e-6
136843,7,65273,3.4741742638288997e-6
136843,8,447661,3.4160025279561523e-6
136843,9,190000,3.3799869925132953e-6
136843,10,298009,3.1934853268467123e-6
125610,1,5411,0.0005186043563298881
125610,2,120541,0.0001188706373795867
125610,3,464731,0.0001017054746625945
125610,4,424515,0.00009536095603834838
125610,5,260957,0.00009181116183754057
125610,6,390934,0.00009154005965683609
125610,7,133907,0.00009096878056880087
125610,8,9646,0.00008690429967828095
125610,9,459475,0.00007824033673387021
125610,10,5470,0.00007670382910873741
1145771,1,303828,0.031028252094984055
1145771,2,303715,0.030105426907539368
1145771,3,869,0.028466839343309402
1145771,4,266900,0.02843495085835457
1145771,5,254418,0.024132244288921356
1145771,6,58638,0.023839592933654785
1145771,7,118551,0.019674792885780334
1145771,8,308438,0.019286278635263443
1145771,9,89044,0.01837029680609703
1145771,10,276494,0.018097028136253357
1207973,1,85914,0.013439610600471497
1207973,2,372188,0.012584293261170387
1207973,3,309778,0.012321309186518192
1207973,4,441852,0.012288657948374748
1207973,5,298009,0.012130847200751305
1207973,6,420960,0.011738670989871025
1207973,7,66752,0.011332811787724495
1207973,8,315543,0.011297686025500298
1207973,9,268883,0.011067195795476437
1207973,10,257040,0.010140568017959595
808755,1,445351,0.0033956309780478477
808755,2,213834,0.002943231724202633
808755,3,320130,0.0026896160561591387
808755,4,253615,0.002494513988494873
808755,5,133907,0.0023040492087602615
808755,6,344723,0.0022760003339499235
808755,7,61303,0.002237896667793393
808755,8,369447,0.00221547344699502
808755,9,339703,0.0021601771004498005
808755,10,316753,0.0021592997945845127
477090,1,546,0.01507122814655304
477090,2,248455,0.014688897877931595
477090,3,215363,0.01439089234918356
477090,4,102306,0.01079319417476654
477090,5,65273,0.010186785832047462
477090,6,461686,0.009949283674359322
477090,7,350384,0.009257320314645767
477090,8,368403,0.008785625919699669
477090,9,420960,0.008580487221479416
477090,10,200425,0.008579758927226067
1366185,1,350629,6.871688128740061e-6
1366185,2,29100,4.563538823276758e-6
1366185,3,389172,4.476996764424257e-6
1366185,4,338660,4.42569398728665e-6
1366185,5,344071,4.3656586967699695e-6
1366185,6,109618,3.905410267179832e-6
1366185,7,335975,3.840450972347753e-6
1366185,8,179807,3.821653990598861e-6
1366185,9,299222,3.821609425358474e-6
1366185,10,461671,3.649526206572773e-6
992513,1,7943,3.325569264411854e-10
992513,2,219512,2.90844709427418e-10
992513,3,298009,2.741587235011167e-10
992513,4,234255,2.407243293589545e-10
992513,5,384302,2.0824969526600512e-10
992513,6,379520,1.8340992613552487e-10
992513,7,303715,1.5768450434272552e-10
992513,8,306289,1.4389642255530077e-10
992513,9,431099,1.4042307594497316e-10
992513,10,129457,1.3347911664851608e-10
700609,1,231482,0.0043776556849479675
700609,2,350629,0.004334896802902222
700609,3,320494,0.0033611238468438387
700609,4,315545,0.003232944291085005
700609,5,338660,0.003210766240954399
700609,6,204494,0.003009430831298232
700609,7,85579,0.002923222491517663
700609,8,212917,0.0028629207517951727
700609,9,422425,0.002661199076101184
700609,10,202170,0.0026336023584008217
413243,1,384302,5.919836842949167e-10
413243,2,298009,5.725101503983865e-10
413243,3,219512,4.905406081334718e-10
413243,4,7943,4.5974890561240045e-10
413243,5,379520,3.046481122925826e-10
413243,6,306289,2.9378174892791264e-10
413243,7,190000,2.7769198052141064e-10
413243,8,45226,2.7525634549441236e-10
413243,9,129457,2.7503696542474643e-10
413243,10,431099,2.742009952427793e-10
1009300,1,461686,0.0059194983914494514
1009300,2,227790,0.0021372828632593155
1009300,3,67304,0.002134644892066717
1009300,4,187351,0.002051139250397682
1009300,5,172894,0.0020360948983579874
1009300,6,384302,0.0018435154343023896
1009300,7,12217,0.0017797285690903664
1009300,8,210009,0.0016640482936054468
1009300,9,218794,0.0016397715080529451
1009300,10,234874,0.0015867928741499782
10362,1,5411,1.96496818816172e-9
10362,2,546,1.6585726125839528e-9
10362,3,248455,1.5076733195229508e-9
10362,4,128296,1.0203277112097453e-9
10362,5,252344,9.442469028897449e-10
10362,6,420960,8.529863482209521e-10
10362,7,268883,8.490891323376104e-10
10362,8,315545,7.470919438645751e-10
10362,9,320494,7.185888550864661e-10
10362,10,422425,6.723556156273958e-10
624065,1,447661,0.00016573122411500663
624065,2,85914,0.00013029717956669629
624065,3,309778,0.00012191508722025901
624065,4,372188,0.00010730374197009951
624065,5,334401,0.00010399508028058335
624065,6,135446,0.00008886472642188892
624065,7,66752,0.00008804838580545038
624065,8,263692,0.00008322713983943686
624065,9,281480,0.00008138792327372357
624065,10,206218,0.00008093208452919498
1080716,1,441668,0.007489550393074751
1080716,2,48030,0.0071914829313755035
1080716,3,382885,0.006562383845448494
1080716,4,115258,0.005935232155025005
1080716,5,389814,0.005477004684507847
1080716,6,23762,0.0053324345499277115
1080716,7,381613,0.0051299529150128365
1080716,8,342530,0.004622964188456535
1080716,9,298009,0.0045719267800450325
1080716,10,12217,0.004447455517947674
226999,1,350629,0.09573294222354889
226999,2,65273,0.07944537699222565
226999,3,213102,0.06196201592683792
226999,4,268883,0.059665996581315994
226999,5,369447,0.059635162353515625
226999,6,272455,0.0591929629445076
226999,7,92361,0.05265897139906883
226999,8,334401,0.051203735172748566
226999,9,448453,0.04887907952070236
226999,10,420960,0.04645916074514389
1203529,1,312728,0.00031358603155240417
1203529,2,409804,0.00018648128025233746
1203529,3,444190,0.00017703331832308322
1203529,4,208939,0.00017385618411935866
1203529,5,287449,0.00016606161079835147
1203529,6,466385,0.00016190590395126492
1203529,7,441668,0.0001545976265333593
1203529,8,29757,0.00015138824528548867
1203529,9,158666,0.00014183289022184908
1203529,10,12765,0.00013963488163426518
578249,1,298009,5.980043127351564e-10
578249,2,219512,4.4131373555522657e-10
578249,3,384302,4.324270941324926e-10
578249,4,7943,2.2900879803611218e-10
578249,5,431099,2.2497229079654346e-10
578249,6,306289,2.2403454091879382e-10
578249,7,231243,2.2069676641756075e-10
578249,8,129457,2.0915974507929036e-10
578249,9,45226,2.064444587501768e-10
578249,10,61345,2.0448039095288806e-10
1181860,1,56630,9.241482075594831e-6
1181860,2,263258,7.3770456765487324e-6
1181860,3,109618,7.132049631763948e-6
1181860,4,243355,6.943396783753997e-6
1181860,5,96924,6.295450475590769e-6
1181860,6,7943,5.915522251598304e-6
1181860,7,96680,5.691520982509246e-6
1181860,8,315545,5.478750608745031e-6
1181860,9,398579,5.41248709851061e-6
1181860,10,29741,5.110870915814303e-6
935769,1,96924,0.0012817265233024955
935769,2,385475,0.000251215387834236
935769,3,340093,0.00018065616313833743
935769,4,93144,0.00012522307224571705
935769,5,369447,0.0001141981192631647
935769,6,445351,0.0001122782050515525
935769,7,441668,0.00008188755600713193
935769,8,399674,0.0000795981177361682
935769,9,74494,0.00007869859109632671
935769,10,213834,0.00007347337668761611
1350839,1,546,4.3669862170858664e-10
1350839,2,5411,4.3400971705409574e-10
1350839,3,187946,4.182242885342191e-10
1350839,4,248455,3.7909553274317886e-10
1350839,5,29196,2.3052540432111357e-10
1350839,6,315545,2.2737386973226137e-10
1350839,7,420960,2.07266703800002e-10
1350839,8,128296,1.968381985184564e-10
1350839,9,37029,1.8770250631572338e-10
1350839,10,320494,1.862546228359463e-10
588295,1,158666,4.534275831247214e-6
588295,2,400946,4.183559212833643e-6
588295,3,229382,3.3201295082108118e-6
588295,4,222888,2.7073158435086953e-6
588295,5,202170,2.022592980210902e-6
588295,6,399192,2.022483613473014e-6
588295,7,211418,2.016693088080501e-6
588295,8,213102,1.9311153209855547e-6
588295,9,159624,1.909040520331473e-6
588295,10,411934,1.9077219803875778e-6
942736,1,290999,0.09604145586490631
942736,2,355994,0.093242347240448
942736,3,242905,0.07007984817028046
942736,4,455183,0.06422453373670578
942736,5,64951,0.06235843896865845
942736,6,179601,0.06014963239431381
942736,7,449912,0.05920150876045227
942736,8,460188,0.058480583131313324
942736,9,454818,0.05148531496524811
942736,10,84310,0.05135054141283035
663069,1,363109,0.0024039701092988253
663069,2,219512,0.002075832337141037
663069,3,140527,0.002033382887020707
663069,4,138427,0.0018294808687642217
663069,5,243355,0.0018219270277768373
663069,6,416017,0.0017058751545846462
663069,7,256146,0.0016887318342924118
663069,8,120098,0.0016881461488083005
663069,9,37029,0.0016311451327055693
663069,10,389158,0.0016081243520602584
780530,1,315545,4.0643062249046125e-8
780530,2,7943,3.982967200499843e-8
780530,3,320494,3.744850118891918e-8
780530,4,422425,3.727284081378457e-8
780530,5,393111,2.8295666254507523e-8
780530,6,441668,2.45134152976334e-8
780530,7,299222,2.3689452177677595e-8
780530,8,65273,2.3428427198268764e-8
780530,9,30094,2.138282440000694e-8
780530,10,193828,2.1194619392872482e-8
740961,1,309778,0.002508505480363965
740961,2,298009,0.0024606327060610056
740961,3,7943,0.0022037485614418983
740961,4,66752,0.002064114436507225
740961,5,447661,0.001964797731488943
740961,6,356339,0.0019544048700481653
740961,7,272324,0.0019071641145274043
740961,8,85914,0.001816079718992114
740961,9,315543,0.0017963781720027328
740961,10,29100,0.0017874394543468952
981467,1,286731,0.000041592811612645164
981467,2,420960,0.000026264706320944242
981467,3,222604,0.000025117704353760928
981467,4,283916,0.000024390461476286873
981467,5,268883,0.000024058617782429792
981467,6,312781,0.00001897229958558455
981467,7,357583,0.000018952525351778604
981467,8,11670,0.000018665152310859412
981467,9,23762,0.000018328093574382365
981467,10,205139,0.0000172900763573125
1201187,1,213834,0.000802910013590008
1201187,2,445351,0.0007207534508779645
1201187,3,309778,0.0006755598587915301
1201187,4,111530,0.0005839710356667638
1201187,5,334401,0.0005718491738662124
1201187,6,546,0.0005612127133645117
1201187,7,37029,0.000541503366548568
1201187,8,461686,0.00046259642113000154
1201187,9,20388,0.0004395662690512836
1201187,10,170390,0.0004207902529742569
217152,1,370653,0.00451411958783865
217152,2,159822,0.002281313529238105
217152,3,46156,0.0022722852881997824
217152,4,133907,0.0021112323738634586
217152,5,222888,0.001991669647395611
217152,6,132683,0.001776495249941945
217152,7,441668,0.0017365578096359968
217152,8,438484,0.001691556884907186
217152,9,112782,0.0015628088731318712
217152,10,37029,0.001516885356977582
1298403,1,266900,0.05136211961507797
1298403,2,869,0.05036275461316109
1298403,3,303828,0.04951688274741173
1298403,4,303715,0.0444769412279129
1298403,5,254418,0.04129480570554733
1298403,6,58638,0.038833580911159515
1298403,7,308438,0.035284463316202164
1298403,8,118551,0.03256107494235039
1298403,9,89044,0.031770482659339905
1298403,10,276494,0.03145243227481842
512173,1,158666,0.0028508896939456463
512173,2,350629,0.00179050222504884
512173,3,445105,0.0016014408320188522
512173,4,122604,0.0015239890199154615
512173,5,202170,0.0014751143753528595
512173,6,29393,0.001472054747864604
512173,7,455183,0.0014255393762141466
512173,8,229382,0.0014243125915527344
512173,9,445351,0.0013849742244929075
512173,10,374698,0.0013219399843364954
940778,1,222888,0.00048530561616644263
940778,2,417927,0.0004463780496735126
940778,3,305016,0.00043458951404318213
940778,4,248455,0.00039577827556058764
940778,5,441668,0.0003829214256256819
940778,6,102306,0.00036313050077296793
940778,7,212917,0.00034923781640827656
940778,8,65273,0.0003389514167793095
940778,9,119736,0.0003255319898016751
940778,10,350384,0.00030626176157966256
633873,1,133907,0.0310533344745636
633873,2,48030,0.027006298303604126
633873,3,210087,0.025474153459072113
633873,4,298009,0.023502957075834274
633873,5,46156,0.017669036984443665
633873,6,162139,0.017558934167027473
633873,7,462188,0.015930257737636566
633873,8,176484,0.015039395540952682
633873,9,88985,0.014836734160780907
633873,10,243980,0.01455652341246605
921232,1,96924,4.1046137084777e-6
921232,2,546,2.7679154754878255e-6
921232,3,248455,2.6473562684259377e-6
921232,4,299222,2.614831828395836e-6
921232,5,42002,2.304956524312729e-6
921232,6,29100,2.1950322661723476e-6
921232,7,389172,2.116044925060123e-6
921232,8,356339,2.035562374658184e-6
921232,9,335975,1.9017387558051269e-6
921232,10,338660,1.8730371493802522e-6
389516,1,312728,0.01017233170568943
389516,2,409804,0.007725645788013935
389516,3,46232,0.007719781249761581
389516,4,320130,0.007651980966329575
389516,5,298009,0.0072070518508553505
389516,6,445351,0.007078913506120443
389516,7,315545,0.006887633353471756
389516,8,422425,0.006788309663534164
389516,9,122604,0.00651832390576601
389516,10,233734,0.006378566846251488
319365,1,316753,0.004319721832871437
319365,2,441852,0.003836459945887327
319365,3,234255,0.0035773226991295815
319365,4,298009,0.0034134997986257076
319365,5,109618,0.002901652827858925
319365,6,242905,0.002605155110359192
319365,7,290999,0.0024306452833116055
319365,8,133907,0.0023700932506471872
319365,9,31078,0.0020008471328765154
319365,10,84310,0.0019799561705440283
1323444,1,546,6.915942818430665e-10
1323444,2,5411,6.767780780236876e-10
1323444,3,248455,6.169163513369824e-10
1323444,4,420960,4.413029108807365e-10
1323444,5,369447,4.096774863793229e-10
1323444,6,268883,3.9402434093283034e-10
1323444,7,243980,3.832272832404726e-10
1323444,8,316753,3.6014383142379813e-10
1323444,9,422425,3.499173450993709e-10
1323444,10,170390,3.481416543937854e-10
627272,1,316753,1.7842505428689037e-7
627272,2,344723,1.4593472030810517e-7
627272,3,65273,1.3384951103034837e-7
627272,4,253615,1.3234146933882585e-7
627272,5,339703,1.1692026902210273e-7
627272,6,22436,1.0083201829047539e-7
627272,7,198209,9.586464955191332e-8
627272,8,304685,7.849678240745561e-8
627272,9,325852,7.493306952710554e-8
627272,10,78163,7.38463725724614e-8
961350,1,369447,0.006291354075074196
961350,2,111530,0.004666108638048172
961350,3,285055,0.0046292878687381744
961350,4,399674,0.004488207865506411
961350,5,33912,0.004055149853229523
961350,6,20388,0.003990618046373129
961350,7,398579,0.0035443773958832026
961350,8,301345,0.003454687539488077
961350,9,30094,0.0033768308348953724
961350,10,430292,0.0033098901621997356
31968,1,546,5.384609425007625e-10
31968,2,248455,5.244201184417818e-10
31968,3,5411,4.298481015574396e-10
31968,4,445351,3.4317518271542724e-10
31968,5,461686,3.4020927741629237e-10
31968,6,420960,3.390895897403823e-10
31968,7,368403,2.8695334997053124e-10
31968,8,252344,2.761967599074211e-10
31968,9,128296,2.7233332255960363e-10
31968,10,222888,2.6485960646915885e-10
1118851,1,7943,5.004414105336252e-10
1118851,2,298009,4.85484208390119e-10
1118851,3,384302,4.796267827344991e-10
1118851,4,219512,4.278543630498177e-10
1118851,5,416017,3.64128699414934e-10
1118851,6,231243,2.623861961037477e-10
1118851,7,190000,2.4489907324287685e-10
1118851,8,340960,2.4460905523326915e-10
1118851,9,379520,2.4167010059805705e-10
1118851,10,234255,2.3449775454764676e-10
452126,1,37029,0.06382936239242554
452126,2,320130,0.060389116406440735
452126,3,122604,0.04027646780014038
452126,4,445351,0.03545927256345749
452126,5,389158,0.03151437267661095
452126,6,213834,0.028498273342847824
452126,7,218746,0.02796071767807007
452126,8,7943,0.027526933699846268
452126,9,438484,0.025655802339315414
452126,10,46130,0.024884935468435287
1066949,1,298009,1.1816813083598277e-9
1066949,2,384302,9.73349401078849e-10
1066949,3,219512,8.347299518263185e-10
1066949,4,7943,6.77836509144214e-10
1066949,5,306289,4.859626590025812e-10
1066949,6,65273,4.670390740812991e-10
1066949,7,45226,4.6460102431922223e-10
1066949,8,234255,4.641799167259819e-10
1066949,9,431099,4.6062298419968783e-10
1066949,10,129457,4.529276953491035e-10
1304332,1,315543,0.009968535974621773
1304332,2,12765,0.005908872466534376
1304332,3,255725,0.0050958916544914246
1304332,4,361956,0.005041160155087709
1304332,5,466385,0.004914130084216595
1304332,6,363109,0.004697564989328384
1304332,7,298009,0.004496406298130751
1304332,8,7943,0.004461375530809164
1304332,9,115696,0.004301802720874548
1304332,10,389158,0.004272970836609602
1098869,1,384302,1.248600001169109e-9
1098869,2,7943,1.2246295089113346e-9
1098869,3,298009,1.0914343873125176e-9
1098869,4,219512,1.070430744043449e-9
1098869,5,379520,7.858809158989288e-10
1098869,6,231243,7.51411433075333e-10
1098869,7,234255,7.1895106534825e-10
1098869,8,40870,6.399912821919429e-10
1098869,9,161623,5.975075989539391e-10
1098869,10,315543,5.954212123349123e-10
226162,1,298009,0.00030739037902094424
226162,2,133907,0.0003034641267731786
226162,3,9877,0.00025897755404002964
226162,4,369447,0.00022452196571975946
226162,5,445351,0.00021803923300467432
226162,6,384302,0.0002117539115715772
226162,7,48030,0.00020424675312824547
226162,8,219512,0.00020291913824621588
226162,9,208939,0.00018006883328780532
226162,10,215596,0.00017144245794042945
1099981,1,298009,1.6444646755431336e-9
1099981,2,219512,1.2536484073066845e-9
1099981,3,384302,1.122794746066802e-9
1099981,4,7943,1.0459673127627411e-9
1099981,5,416017,7.989936490204741e-10
1099981,6,234255,6.96479707240627e-10
1099981,7,379520,6.614778724767234e-10
1099981,8,355994,5.730033669770762e-10
1099981,9,306289,5.280867965140601e-10
1099981,10,431099,5.187201224110538e-10
784043,1,316753,0.041524358093738556
784043,2,65273,0.031561121344566345
784043,3,253615,0.03129749745130539
784043,4,344723,0.03044895827770233
784043,5,339703,0.030402645468711853
784043,6,22436,0.022103890776634216
784043,7,409804,0.020370986312627792
784043,8,325852,0.019789449870586395
784043,9,312728,0.018819592893123627
784043,10,304685,0.017228687182068825
960597,1,82278,3.6422118228074396e-6
960597,2,448453,3.5696200484380824e-6
960597,3,12217,3.4187296478194185e-6
960597,4,37029,3.2523075788049027e-6
960597,5,222888,3.10747873299988e-6
960597,6,109618,3.0801945740677183e-6
960597,7,243355,2.9751809051958844e-6
960597,8,365015,2.6258439902449027e-6
960597,9,7943,2.5459585231146775e-6
960597,10,312717,2.5169883883791044e-6
704195,1,48030,0.0017797064501792192
704195,2,369447,0.0015919816214591265
704195,3,309778,0.001105505507439375
704195,4,369933,0.0010204273276031017
704195,5,46156,0.0009686948033049703
704195,6,384302,0.0009446553885936737
704195,7,354233,0.000924403895623982
704195,8,60980,0.0009130735415965319
704195,9,445351,0.0008758141193538904
704195,10,416017,0.0008483028504997492
337172,1,219512,2.0074086837240657e-9
337172,2,7943,1.932606519261526e-9
337172,3,298009,1.8552013258954503e-9
337172,4,384302,1.6421994875059909e-9
337172,5,416017,1.2144938388303217e-9
337172,6,190000,1.176784114598206e-9
337172,7,234255,9.954176372062307e-10
337172,8,138427,9.81063563720852e-10
337172,9,379520,8.914089466571795e-10
337172,10,231243,8.330572898174182e-10
954122,1,29196,0.002666737884283066
954122,2,309778,0.002169546205550432
954122,3,63499,0.0021174876019358635
954122,4,96417,0.002001022221520543
954122,5,357054,0.001859736512415111
954122,6,76196,0.001851573120802641
954122,7,315545,0.0017777701141312718
954122,8,409804,0.0017615235410630703
954122,9,80435,0.0017575762467458844
954122,10,417927,0.0017567145405337214
1157961,1,234255,1.5770275085813523e-9
1157961,2,17478,1.4146057658592781e-9
1157961,3,441668,1.3793506337123063e-9
1157961,4,445351,1.3145314836648936e-9
1157961,5,357054,1.1455693060824501e-9
1157961,6,133907,1.0359073598920077e-9
1157961,7,213834,9.647719290128975e-10
1157961,8,7943,9.556413438360778e-10
1157961,9,298009,9.376879273048644e-10
1157961,10,384302,8.772393922384936e-10
1353947,1,355325,1.8043003819911974e-6
1353947,2,133907,1.5562311546091223e-6
1353947,3,7943,1.4429647308134008e-6
1353947,4,397642,1.3466694781527622e-6
1353947,5,450082,1.2069390322722029e-6
1353947,6,234255,1.0234836054223706e-6
1353947,7,379520,1.0137011940969387e-6
1353947,8,369447,9.471925750403898e-7
1353947,9,316753,9.448698961023183e-7
1353947,10,158666,8.849376627040328e-7
566360,1,188698,0.000011781112334574573
566360,2,222888,0.000011181297850271221
566360,3,442431,9.525244422547985e-6
566360,4,457231,8.766022801864892e-6
566360,5,229382,8.250777682405896e-6
566360,6,369447,8.024151611607522e-6
566360,7,208000,7.976808774401434e-6
566360,8,330506,7.897820978541858e-6
566360,9,398579,7.268251920322655e-6
566360,10,33912,7.080504474288318e-6
120958,1,29940,0.019496150314807892
120958,2,259884,0.01935463584959507
120958,3,222888,0.018535971641540527
120958,4,449391,0.017710832878947258
120958,5,342264,0.015178067609667778
120958,6,96924,0.013572493568062782
120958,7,342816,0.012964731082320213
120958,8,200425,0.010970208793878555
120958,9,299677,0.01091986708343029
