visitorid,cluster,umap_x,umap_y
1007288,0,0.65547276,-15.265999
784827,5,-6.2010527,9.385127
934808,5,1.6428275,0.5883651
1097511,0,-18.493355,-8.7726555
490168,5,4.2210054,13.635042
535736,5,12.299156,19.57279
115104,5,2.2521887,-1.9271736
1264967,5,1.9241078,-18.192856
146914,5,-24.310144,-9.58359
21764,5,-14.607256,4.4475603
1384375,5,5.533458,20.322691
1113504,3,-15.857201,-14.892908
1156119,5,14.502003,11.760232
431701,5,15.252108,10.431906
1304856,5,-11.685326,-19.114666
1213782,5,-20.263214,-16.286566
352842,5,-11.638405,4.4635463
283915,5,-16.450762,12.494713
40109,5,-13.341355,-6.302349
1008842,5,4.330488,13.728975
1220695,5,12.658407,-3.5835629
1353859,0,-13.317047,-20.5675
191260,5,-8.935228,25.181927
1317937,5,16.877224,4.932189
305726,5,-2.669742,16.635115
674130,0,-18.436256,-17.492552
562126,5,-11.482164,20.72903
1346362,5,11.158404,-1.9115891
1136387,5,-9.497769,20.947763
771304,5,18.174187,-9.208693
136738,0,-4.7269526,-3.4971952
1069056,5,-5.7323275,-7.5210695
365296,5,10.392801,17.385181
72290,5,10.877249,-8.052361
318796,5,-11.778958,-21.098988
999956,5,11.59585,1.9476805
1367442,5,11.658531,-11.364862
566874,3,-12.461239,-5.702385
368872,1,3.368124,-15.546877
1048948,5,6.3457603,17.713263
1377369,5,-18.185402,6.807214
776722,5,10.59583,20.869501
127326,5,1.4396696,21.854025
886903,5,1.408349,-15.739971
796668,5,-9.513368,0.6038699
210760,5,18.033207,14.791403
590784,5,-19.341488,1.4163342
782654,5,-11.216368,-0.7712364
127840,5,-9.450931,2.1195683
827016,5,-7.294592,9.010278
666837,5,-16.01337,2.1040506
809242,5,-7.5134087,10.275841
517006,0,-3.6819763,-11.750933
295587,0,-1.750946,-18.04739
303289,5,5.783292,9.478876
186162,5,-7.107379,-6.8492208
46157,5,-9.091599,8.07272
647044,0,3.092802,-24.078638
496649,0,4.3898544,-17.203503
218286,5,6.627146,-11.723976
657263,0,-5.6021485,-3.5286875
298455,5,6.986517,9.494709
1324534,0,-14.425994,-3.4990354
214570,5,-5.278934,19.150814
968556,5,7.798959,18.916412
789704,5,-11.403997,16.603819
193933,5,-1.5760202,-12.302348
302644,5,3.5489044,14.7446785
1276079,5,5.2992897,-2.3805308
536632,5,-9.794729,20.166512
361294,0,5.0616083,-21.515783
1185424,5,-18.34184,-10.114714
923636,5,-13.74774,11.900964
170300,5,4.986645,-12.911667
614756,5,-28.587603,-42.204346
1269791,5,-14.341492,11.49453
336139,5,-22.279104,-3.599184
781552,5,16.830116,15.869377
1370905,3,-9.343685,-7.0748124
837615,0,10.749122,-19.65665
1010833,5,5.1428547,-17.583633
1045533,5,-11.294635,19.666456
547313,1,0.08329487,-22.409435
393630,5,-25.06019,-6.8181047
202826,3,-7.410019,-14.918715
139973,5,17.564661,1.7446437
1271470,5,-14.544652,3.791523
539399,5,3.3305593,-5.3178453
1041081,5,-16.919552,6.8694997
280960,5,-28.446991,-41.735497
886435,5,3.0646667,4.76033
47261,5,-20.357023,16.432045
1245594,5,6.111455,7.4007893
514602,5,-13.107036,3.4322233
261728,5,-16.154005,7.057087
1228049,5,18.298996,12.2133
185809,5,10.533356,-9.349045
423401,0,-9.453838,-12.203688
521994,5,-17.560165,7.0570498
1295090,5,12.20521,-17.052267
380961,5,15.048986,-5.83359
670419,5,-28.228119,-42.03227
121446,5,-15.232111,4.3070297
369715,5,-21.7477,4.6351423
1081507,5,3.2364817,5.9009037
891537,5,9.064611,5.182119
237354,5,-14.060207,16.103863
646609,5,7.4084177,-2.7085528
16032,5,6.4086237,3.7445612
36312,0,-10.203971,-18.078268
888837,5,20.533268,3.7914543
479616,5,-2.9821339,13.916439
921055,5,0.78328085,-11.739592
577186,5,-6.575899,16.353832
337788,3,-9.789397,-15.230465
342690,0,-17.781967,-3.9067402
260589,5,-8.575782,-9.818044
578675,5,-4.9350176,1.6822028
1117704,5,13.767701,1.1350784
384495,0,-8.407117,-27.469076
1039511,5,7.8302717,19.557215
1278338,5,10.189675,-3.302249
1341588,5,-11.075951,18.77567
494933,0,-14.41026,-3.4679694
557347,5,9.283398,-4.786784
667736,5,11.939645,15.338261
224357,5,-27.587713,-41.938496
873239,0,-16.860113,-19.67242
1394819,0,-2.2664385,-20.266129
115216,5,8.158392,1.3696766
180224,5,-26.138428,0.8540001
355701,5,2.5957642,-14.271095
205462,1,-8.527704,-8.286818
509383,5,-0.1382966,20.619617
947312,5,-0.34155846,15.838303
971198,5,-22.528843,17.22882
330501,5,-26.747814,-6.927264
122153,4,-9.435595,-16.907764
174813,5,-0.6071968,16.6038
1186382,5,9.908617,14.931868
671923,5,-28.868797,-41.501194
1097643,5,-15.372709,16.307087
469603,5,13.408433,8.682127
904548,5,4.92404,5.588461
465053,5,10.939577,0.6976514
161653,5,-6.8885355,13.775734
492915,5,6.189556,-0.22406483
426311,5,14.783533,9.353886
177807,5,-0.4041171,15.916435
283478,5,9.455345,-4.4896846
274555,0,4.108487,-12.203427
105737,5,4.3772097,-6.521009
53395,5,-10.966504,-12.443018
1187507,5,16.861341,-4.9585934
452148,5,-16.654129,-0.44288445
500556,5,3.9085512,4.353779
49834,5,-1.4665909,-3.7554502
1043709,5,-27.446878,-40.688793
135691,5,-29.056458,-41.063507
1035643,5,-13.1228485,5.354088
97360,5,12.330219,8.182107
1186657,5,-28.74387,-41.32921
367204,5,-12.497796,-22.973957
223023,5,-12.232079,0.8538828
425330,5,-1.2008667,-16.380371
1064877,5,-2.6073022,5.603983
461390,0,4.202426,-18.047268
269670,5,-4.0603085,24.869436
1005336,0,-18.477669,-8.7725315
380906,5,-10.435265,1.6196885
673248,5,-10.935313,15.43215
748713,0,-8.813412,-24.563002
448660,5,1.142719,12.556984
1188762,0,-19.045586,0.04132843
1054464,5,14.080383,7.182064
68119,0,4.546047,-21.547274
1185082,5,8.4710865,-3.4430313
345032,0,-7.860235,-26.45362
1060013,5,0.62718534,2.3696203
596038,5,-23.888216,-5.614795
125534,0,-1.1414385,-23.07851
1301970,0,-3.860066,-26.016066
383546,5,3.7991257,14.979092
951260,5,-20.372623,0.1822319
428194,5,-0.77922726,-0.39614964
107682,5,3.8770704,1.0728226
642748,5,9.533285,-12.5679455
606749,5,8.345846,-2.7865314
195453,5,6.0333595,-19.255325
1027621,0,16.796143,-12.281553
310429,5,-7.919609,-11.333548
298097,5,-27.431541,-39.98549
536638,5,12.658147,0.58836555
997590,5,-18.497608,-1.2085977
174378,5,10.142755,-13.755409
493183,3,-11.533247,0.16476917
1195834,5,3.1271791,-6.9431224
438922,5,6.70537,1.0259209
454349,5,-6.4040747,-2.614654
295371,0,14.639829,-3.8286824
1050017,0,-16.453907,-7.2191467
244169,5,3.814663,-16.42719
208687,5,-23.294823,5.3852134
126726,5,-5.6853237,3.1820374
47370,5,-3.404131,0.5883503
67967,0,-5.3363824,-3.7940793
403067,0,-12.594488,-1.7505317
460758,0,6.4053717,-22.860079
399379,5,3.6271124,-3.6931095
16648,5,-2.7790766,2.3540916
761959,5,2.2207804,-7.6927357
608439,0,-3.6882868,-17.250328
523442,0,-5.149015,-3.5754485
325639,0,-14.394745,-3.530562
471817,5,-14.0446415,6.9946885
363678,5,20.221125,10.057011
232072,5,-20.497673,-2.0522542
1359302,5,17.689829,-4.927372
1304928,3,-11.347422,4.672867
1001876,5,3.7991476,9.6196375
957038,0,9.327158,-6.844274
1264151,1,-7.581333,-9.291631
515405,5,-11.02903,-5.6617208
485460,0,-5.389868,-20.932663
441552,5,7.205208,8.025808
292822,0,-2.7913837,-10.563478
929220,5,1.6585627,21.353905
1328290,0,-8.547593,-28.125427
630746,4,-12.567096,-9.944262
955543,5,-14.388607,-4.6148024
545242,5,-21.153917,1.7447367
610785,5,-14.810178,18.963245
891502,5,13.642876,-6.8647547
1200685,5,-6.8260326,7.682003
458105,5,1.845995,3.9164958
779132,5,7.3301954,15.994507
455573,5,-8.52896,15.916395
45550,0,2.7959948,2.4839406
769326,5,-4.1071253,11.228942
1004745,5,12.064691,-2.4584522
367381,5,-29.884634,-41.110474
138308,5,-6.247801,-3.3334064
930963,5,7.611573,-5.1773696
554934,5,17.674025,-1.4740105
52713,5,-15.888348,15.228973
125660,5,-8.232258,10.635279
605314,5,-14.888302,0.510211
1172360,5,-8.685372,16.635056
10228,0,11.5929365,-15.063032
1098672,5,0.3928957,8.13516
854758,5,-9.904042,-5.161908
1262293,5,2.7209387,8.6352005
895580,5,-0.62287736,2.463438
1406430,5,3.5176983,20.197674
1322808,5,-24.700928,4.822753
1086136,5,-1.7634478,18.697563
449553,3,-11.522782,12.579966
487895,5,0.033296585,2.94765
673872,5,-25.96251,-42.891808
850712,5,4.533368,13.182113
967901,5,-10.076003,2.2758942
1321469,5,-10.279062,6.260478
739589,5,-9.357151,24.635164
730745,0,2.9055324,-20.781643
1155312,5,-0.044792652,3.3071566
928197,5,-3.826048,-15.833686
1405249,5,10.377192,9.478917
724419,5,-14.01336,-12.583538
1234607,1,-12.345146,-16.273373
964620,0,-5.6802464,-3.606627
830589,0,15.4054165,-17.906658
410480,5,-6.841606,7.7444525
1314315,5,23.252186,3.0102773
292707,5,-15.591531,21.307243
383316,1,-8.323439,-8.255375
1141281,0,-5.289591,-3.3724833
306092,5,-13.435179,7.57271
221071,5,8.064602,4.166585
1125884,5,-18.451027,5.2447176
106516,0,13.577231,-12.531759
250637,5,-15.575914,-7.864852
948052,5,-14.060289,12.979135
914443,5,-0.3259864,16.369587
15600,5,-28.94717,-42.7667
486518,5,-7.466526,4.1508617
549038,5,19.533499,4.6975355
130936,0,10.702243,-10.812729
1285215,5,-28.681622,-40.9384
170688,1,-7.290038,-5.3752747
1004341,5,-6.029067,-0.114733696
1348244,5,-4.919632,-12.317585
568505,5,-19.013474,12.322687
576254,0,-3.9070177,-24.781506
193974,5,-19.325895,16.791437
372600,0,-3.6819668,-11.454233
327098,4,-13.298862,-10.525415
777376,5,-6.9509935,14.854
714558,5,10.345879,17.79158
780677,5,-6.1697254,23.99456
1191864,5,0.5490513,3.010302
900195,5,12.502383,-10.630281
402777,0,5.54604,-12.265919
994193,5,14.252027,13.478895
505323,0,-4.344406,-12.547386
1371110,5,-18.169598,4.2134156
248024,5,-22.263317,-8.630531
477891,5,-28.38462,-41.282646
678295,5,-15.950916,13.275816
1281560,0,-0.92272997,-15.047316
782876,5,9.533283,15.135136
613539,4,-13.205032,-10.493984
203281,5,6.8147078,-4.0990925
1209144,5,-17.59135,12.025796
1094024,5,12.830351,-13.849094
1060556,3,-6.366417,-25.430136
711235,5,-11.466716,-1.645906
1178263,5,11.330271,-3.567834
244415,5,11.970919,-14.692944
967276,5,-1.2791429,-17.646217
1069729,5,17.43969,-2.8491464
165437,5,0.9553642,-10.302141
75226,5,-18.685112,-5.0678625
1174209,5,-7.6228447,3.0881577
540595,0,-3.3693466,-11.235413
1237723,5,-6.513426,23.10379
229717,5,-12.200789,0.19765472
152532,5,7.017844,10.510372
402390,5,8.752089,-3.0365734
1105730,5,-0.21643925,-0.22418594
813748,5,-5.997695,11.025747
695199,0,-10.657118,-23.563059
165877,5,-8.278943,4.4164486
1102672,5,-4.1696677,6.4633093
699408,5,-5.2632084,12.416383
536162,5,-3.4665442,1.2914519
747859,5,-1.8259196,-13.286535
574466,5,4.517578,7.3540277
90487,5,1.8615942,11.166376
87029,5,5.627204,9.931975
868751,5,-29.946949,-42.438488
581011,0,4.764842,-20.76604
155347,5,0.93956137,16.666584
490966,5,2.799119,-11.411658
880229,5,-19.888391,-9.052287
846955,0,-5.558894,-10.781867
111460,5,-13.450897,-0.4116516
1370211,5,18.346134,7.682085
648253,5,-15.903999,-22.036549
416857,5,-2.4039745,-4.083397
44664,5,1.2990494,6.994606
368653,0,-12.703864,-4.2035456
1109894,5,-7.3259754,12.510128
1336200,5,-3.9196854,3.900988
1043007,5,-16.528915,-14.145909
1312745,5,-9.013494,14.682213
1387320,5,14.471048,8.431967
356276,0,2.0148942,-20.953838
429306,0,7.343107,-19.078487
464018,5,0.40862083,-13.864895
605213,0,-5.555143,-3.6689725
901214,1,3.4305277,-15.421768
1320235,5,-20.38832,-15.333624
475394,5,8.736476,1.1977429
723553,5,4.9396877,5.93204
1284577,5,-27.665728,-42.844887
612540,5,-13.966433,0.13539362
514798,5,-18.013424,3.3385353
1391879,5,-5.9352484,19.869635
1292722,4,-11.86894,-9.24271
1281450,0,0.17100906,-3.219285
1342932,5,6.8459854,-0.7240696
138149,5,10.595969,-7.880413
556424,5,-7.060255,5.6820297
735906,0,-6.2663765,1.1869178
1121491,0,-2.9164753,-10.969877
664585,0,-3.5257044,-12.032029
223336,5,-28.650276,-43.751114
739745,5,-15.060204,0.5571456
1120615,5,-11.77916,15.260258
1159064,5,-19.935215,-9.802134
998020,3,-9.242837,-7.9154873
997972,5,8.455285,-14.521038
436605,3,-17.642918,2.5888786
1291926,0,-3.7130375,-11.704266
1096672,5,5.5490093,9.416457
445320,5,-16.966516,-3.5991926
337566,5,-30.040733,-41.594788
160687,5,10.033363,0.18219423
1209611,5,9.939748,3.0884266
463227,0,-1.7040234,-24.812914
546317,5,13.939589,-12.646138
722638,5,-11.763399,12.541515
862961,5,-15.669708,-6.7241654
744749,0,-12.938263,-12.344229
373016,3,-9.277159,-7.571621
1333589,5,-27.493862,-40.61046
562874,5,11.642903,11.494551
1167227,5,-29.368847,-40.42283
583245,5,-15.185315,-11.958464
653840,5,-9.747928,3.55727
819387,3,-6.972249,3.1070504
1004311,5,7.9084044,-14.083505
1155497,5,-3.5290804,5.088253
591073,0,-5.2490616,-20.77639
1357284,5,-7.9664354,11.85405
339626,5,18.65836,-1.9898138
40569,5,1.1426125,11.885195
1288985,5,-17.075878,10.088345
902731,0,-3.7507877,-24.79732
1323069,5,-20.857338,-14.755507
225638,0,-18.493458,-8.772524
1205990,5,-28.837536,-41.313675
583458,5,-1.4197521,-19.411516
290887,5,-0.5758803,20.744661
298832,0,16.5929,9.890327
604190,0,-19.69897,-13.084858
548979,5,13.236713,7.244713
1052877,5,-4.4979515,-7.052376
368065,5,-16.904068,-5.0055265
162089,0,4.3115115,-24.656761
598471,5,-29.322025,-41.81357
305926,5,-29.009533,-42.798065
723376,5,-27.931465,-41.454185
1306366,5,-4.388624,13.744564
849682,0,8.405545,-1.4847069
311101,5,-11.857187,15.182099
775771,5,1.330575,12.8853
1241992,5,-18.66949,-1.8647103
686857,5,-17.263428,9.478914
641121,5,16.517565,-8.474183
348495,5,-1.6229839,5.057313
1343434,5,-1.2009916,6.010192
1085051,5,-12.685377,-7.849268
1071786,5,-2.4666538,18.588448
1040776,5,-0.6852455,6.4163265
193251,5,-27.353277,-43.141724
1327283,1,-7.896393,-8.905956
195872,5,3.5179644,12.088213
267770,5,15.174088,-6.9583206
743895,5,6.2364197,17.77573
567415,5,10.064717,6.6820917
1203632,5,-16.747698,16.369518
1145866,5,13.439627,-8.72419
878059,5,-14.372782,-13.849041
1097622,5,13.205322,13.572883
1339003,5,5.517819,2.8852558
1242678,5,8.017811,-14.067919
786772,0,4.9836855,-1.2037878
54365,5,-3.4509802,-5.4272923
313755,5,0.18972683,11.666599
433906,0,-5.6956778,-3.4659972
41726,0,-12.454121,15.484037
452014,0,1.2024269,-23.812853
517570,5,10.768009,4.8853197
169715,5,-11.763456,-1.521141
409345,5,10.611624,8.10401
59271,5,1.3772511,-5.989676
1195115,3,-13.450642,-13.519048
1217271,5,-30.790924,-41.470085
1027109,5,9.939542,8.057103
742828,5,8.033396,21.041443
961151,5,-4.575876,7.697814
952501,5,-8.247713,-14.271154
598420,5,-17.403954,8.5571995
664504,5,22.064636,4.104023
1077652,5,8.720776,-11.583603
762208,5,9.580233,-15.17731
644244,0,-14.410323,-3.5459356
409749,5,-12.388386,8.994802
985347,5,5.986408,-4.8334565
675292,0,-14.4417305,-3.5145426
1315611,0,-3.3695545,-11.625992
842389,0,-5.508174,-3.309811
575438,0,-3.5569062,-11.954224
406066,5,8.049113,-9.567814
742026,5,-15.560205,9.510214
699026,0,0.34293747,-14.750645
655496,5,12.611426,7.5571423
1289370,5,8.127144,1.3695278
39149,5,-6.4664927,-3.1303582
89633,0,-18.483353,-17.554977
1133022,0,-1.9851665,-17.922281
457039,5,-17.528965,-5.72419
1303418,0,-3.8851328,-11.594723
671495,5,-4.4039526,11.400803
352212,5,14.439676,-7.2084203
823897,5,8.924022,-8.942825
300659,5,5.283375,10.18213
593914,5,16.502203,17.181997
41628,5,4.377306,1.9008322
385778,5,-2.1696253,10.150767
284046,5,21.20537,6.1195703
1141221,5,-6.450885,11.104073
154605,5,-21.622826,5.838469
457584,5,-1.7789116,18.29147
526279,0,-2.994502,-11.438465
62202,0,5.499193,-5.3754935
633337,5,-11.107174,1.9790554
1160673,5,-2.4040093,18.088312
561576,5,-3.3573341,0.27580547
1152886,5,-0.93541646,-12.302178
738627,5,-28.18157,-39.70421
997952,5,15.861755,5.9945426
365304,5,-21.138348,-3.067922
898799,5,-17.388538,-10.724172
790535,5,-10.591684,-3.9431348
690919,5,8.595769,9.994481
633017,5,13.15847,-1.239747
883051,0,16.311619,-12.609999
273187,5,-21.279148,-13.692764
432456,5,-13.622873,-4.6930037
953295,0,-0.9694507,-18.437996
63255,5,-12.51345,19.900925
367507,5,-13.122824,2.3071413
1245359,5,-14.216612,1.1664109
303746,5,-1.2790737,-15.364922
314744,5,-17.294619,-3.9742641
1343735,5,5.939728,9.963242
1305215,5,9.830007,12.5728035
1126501,5,7.002343,-7.552166
275668,5,-6.4197283,-2.380468
936834,5,-20.02901,1.9164224
772770,0,16.17108,-14.094147
299584,5,2.5020342,2.4321136
213789,5,-16.638487,3.4789882
1296281,0,-4.906968,5.343296
73868,5,-25.732021,-2.6148355
683908,0,-18.436432,-17.492554
1166261,5,-2.888524,-5.630354
978455,5,-10.950796,-2.9428048
31350,5,-10.201133,11.41647
245627,5,14.424044,-12.599114
635267,3,-12.4145355,-5.6714106
699893,5,-14.341455,-4.5522356
1215503,5,-12.6695795,12.041538
680972,5,15.31453,10.604107
1133918,5,10.877049,1.6506944
891035,3,-15.857162,-14.830204
470676,5,-5.99784,-0.69274855
145412,5,-21.96653,-13.177366
1096339,5,-20.341654,-4.59914
678692,5,-10.935363,9.932119
530407,0,-19.985046,-9.1098385
1270553,0,-5.3050804,-3.0128965
293724,5,-22.216564,-0.770936
1091456,5,9.080227,12.588145
816244,5,-0.32609272,-0.536603
912801,5,-25.462786,-40.79796
1149794,5,0.4553051,11.900787
1081444,3,-23.239372,-8.470173
40096,5,1.5491829,-11.005465
330317,5,-29.540783,-42.282322
90122,5,-28.462605,-41.5168
382201,5,-8.357107,13.588528
1090615,5,-18.74778,-1.8179598
126437,5,-0.35722947,17.557045
1163450,5,17.752096,-3.5052447
517468,5,4.924202,16.135178
524787,0,-21.047619,-16.20357
1145230,5,13.205243,-8.1459875
240695,3,-6.4134064,-25.461285
988656,0,-5.558958,-10.812941
72319,5,3.8146162,11.150718
977686,0,-14.425911,-3.5771003
324948,5,9.642612,17.088476
1129439,5,9.549138,11.307193
1263204,5,-16.294525,1.8539243
1077157,5,-0.9979658,-20.349152
170656,5,-1.8414421,8.541529
509475,5,3.2054825,2.4632435
562361,0,0.4837134,-13.312936
1047443,0,6.7334347,-10.437809
834152,5,-3.278965,-5.349327
250510,5,-22.216518,16.885265
678436,5,2.0800648,14.213358
1176858,0,-19.63642,-13.053759
212584,0,8.608551,-22.297298
504836,1,-6.7139816,2.1576424
689404,5,-24.700947,10.103939
1323122,5,8.580257,14.744705
733747,5,-0.7478881,19.291382
757713,5,-19.71659,17.354012
836002,5,12.001919,12.057005
825302,5,6.314748,10.041359
875629,5,-8.66979,2.994421
1288398,5,-21.747684,-10.802298
362142,0,-5.086521,-3.2318296
1360874,5,2.267892,4.775831
1374396,5,-24.216507,9.40081
748091,5,-28.90002,-41.376087
564985,5,-3.7945595,21.150986
826575,5,-14.419628,-0.5521641
602550,5,-15.62282,11.6038265
92928,5,-0.028857708,6.728732
1160707,5,6.377038,1.5259657
302190,4,-10.498272,-8.433975
1158537,0,15.73361,-10.234795
1186193,5,-10.294728,1.3853302
145602,5,3.3301554,5.3696003
1092247,5,-13.57592,1.1195798
659100,5,-12.56011,-4.208679
579275,0,-24.15716,-13.797287
1165622,5,-11.154154,-12.005333
651193,5,-10.482067,-0.28652024
119351,5,16.955402,3.2603889
1253603,5,-20.060444,5.228832
428047,0,14.702194,-8.938019
68798,5,0.28345394,-1.3648739
266479,5,-2.9822903,7.353939
860838,5,-9.294635,24.260357
181060,5,6.814543,9.010329
599519,0,-5.233508,-20.760727
436284,0,-8.531892,-1.1098595
1042469,5,-27.478231,-40.594837
652,5,0.50208664,3.2132683
1284842,5,-10.325918,8.229049
1291176,5,-15.575996,0.49465132
1328293,5,11.986828,-15.0834
804568,0,-3.072608,-11.641711
354918,0,-19.170353,-0.08367157
1019344,5,-28.71274,-40.079105
1244806,5,-19.73207,-9.4897375
1256952,5,-5.4041843,5.994607
812948,3,-14.037162,-9.019755
592792,0,-18.967232,0.08807707
1271454,0,-3.3536434,-11.28223
652986,0,8.108443,-21.594175
835907,0,-14.347897,-3.499208
634737,5,-1.8415251,-14.599159
254253,5,20.705372,0.40088892
650071,5,14.627136,-10.489542
764362,5,-12.044691,10.291394
1164347,5,4.4551697,0.15087128
316018,5,-27.540836,-39.84477
18232,5,-14.591529,10.478678
1072461,1,-11.855022,-14.055265
1401559,5,-2.5135798,10.697777
500067,5,-21.857166,7.5258865
471431,5,6.1583195,14.291483
353460,5,-17.888424,-19.817741
1216031,5,-6.6384525,7.275879
707450,5,-12.466639,11.884937
1225988,5,8.002264,-6.270904
914412,3,-12.414307,-5.655507
722307,4,-10.016865,-8.183587
1319720,0,-3.5102282,-11.344737
322115,0,-5.2021646,-20.745306
986916,5,6.9865437,8.400749
679504,5,-14.544539,8.635134
503005,5,-26.384827,-40.969795
661748,5,-19.10715,-2.8022213
370620,3,-17.580534,2.5419416
932144,5,11.580239,15.2759
845437,5,9.642703,-20.958477
102997,5,10.986429,5.4164553
742560,5,-1.4820213,-21.958515
947700,5,-11.716573,1.7915173
1016404,0,-17.250845,-24.23496
7360,5,-4.9040804,-7.4271836
479288,5,-7.810259,3.729084
166356,0,-3.4071832,-25.641098
243201,5,-10.247841,1.1820917
1039273,5,-14.966452,-4.661722
197958,5,7.3147535,-10.708557
670574,5,-11.779148,18.338446
844671,5,8.111546,0.5256715
112401,5,10.01793,-18.583475
753305,0,-12.594694,-22.719442
1301971,5,13.877098,5.369634
155759,5,-18.341389,-14.302138
384193,5,-16.060287,7.1821833
1392108,5,-12.607109,4.9944954
363599,5,3.8616462,16.525845
562546,5,0.28359795,4.4477224
682953,5,-3.5134125,11.932107
169549,1,-7.6038094,-7.625737
377464,5,-21.29463,-3.5521836
382600,5,7.908449,-2.739746
815329,5,-2.169746,-14.4430065
1133474,5,-0.1852727,11.525707
256944,5,-19.091534,-2.4274306
1102165,0,-18.420889,-17.476852
635917,0,-1.3758345,-19.781887
387843,0,-10.139205,-10.977245
340070,5,-21.52889,6.2446012
1144990,3,-15.404207,-22.555586
525974,5,-19.10712,9.76022
432520,5,-27.415714,-41.594707
268372,5,-2.294776,-3.8023553
746538,0,-10.235052,-25.109774
265190,5,14.767845,-6.2085805
1268970,5,14.924003,5.666578
149286,5,-3.419787,11.900766
139183,5,3.6273117,-7.4584265
1403470,5,-29.056479,-41.09461
1328783,5,10.455381,3.9633784
629777,5,-19.919579,-3.6304197
1051616,3,-6.9675016,-12.2343235
859149,3,-15.794704,-14.924034
35797,5,-9.544826,8.432077
412642,5,-3.3102942,17.88533
1026007,5,-5.4197645,24.025768
637704,5,-20.607048,-15.880344
1151053,5,-28.05633,-41.110565
485213,5,14.267701,-15.271023
857955,5,-28.806324,-41.657513
1238102,0,-0.12595034,-27.328768
88645,5,7.2364836,3.3381605
1129593,5,-16.73204,12.08825
1298003,5,7.9553213,-0.17732811
1301133,5,-23.060268,15.213184
743797,5,-29.197075,-42.407066
457590,0,-5.139673,-20.79208
195332,5,-24.122734,3.0259247
448097,5,-10.747754,6.4477673
230038,5,2.267726,-4.6459484
789528,5,-21.029259,-19.38055
1396638,5,-12.857185,10.963201
655373,5,4.7365,-16.02113
424496,5,-21.90422,11.541418
1264881,5,11.986635,-6.1929626
1055074,4,-11.165751,-8.808416
644415,0,4.7334886,-24.578583
658115,5,-11.435285,-4.739652
362323,5,-26.119097,-39.344788
774804,5,8.502115,22.05702
733820,5,18.455273,12.041626
758679,5,-1.8728113,9.338171
1205563,5,-18.466507,9.963413
1362128,5,12.908365,10.494696
448880,3,-11.156223,-13.110695
81245,3,-15.810404,-14.892834
1074540,5,-28.853395,-41.67314
904972,5,2.1896057,-4.1929173
250376,0,-14.410295,-3.5305133
1178236,5,-20.560307,12.853956
69446,0,-3.0725455,-11.641375
1015320,5,-11.54467,18.994545
289675,5,-28.290905,-42.126053
611291,5,-4.2165804,18.557
988348,3,-15.826082,-14.830317
419403,5,-21.622778,-6.2554283
5863,5,-10.935284,14.791334
147935,5,14.002146,0.04147005
859111,0,-1.1414392,-25.078487
1320253,5,9.2834015,1.1509523
440587,5,-11.029166,14.604009
761285,5,2.8459349,3.947589
1399121,0,-3.5256863,-11.251183
413081,5,-22.294603,-1.4898195
389533,5,13.4398,-2.7397237
1077601,5,-22.279058,-15.786613
628421,3,-6.8893223,-12.171865
552188,5,1.1271396,15.291546
1061174,5,-27.853355,-41.407356
210157,5,-0.279181,8.416662
110910,5,2.220766,12.775961
134095,5,0.22104931,-11.895939
1024033,0,10.468047,-18.9535
275699,5,-28.025171,-39.36045
326499,0,-27.094587,-5.265913
236945,0,-5.2895617,-3.1537333
1078848,5,-23.513376,5.1039953
1073078,5,7.4238997,7.260022
768016,5,-0.013317108,7.3850956
229589,5,-29.025091,-42.172745
478094,0,-18.951982,0.119389534
421308,5,-5.482159,19.057018
1225745,3,-11.3004055,4.6885004
635759,5,19.049114,-6.099005
589991,1,-7.305627,-5.3438206
1272155,5,17.314531,-1.9897232
1096722,5,3.8458548,10.853919
590755,5,-0.5759382,-12.630161
56453,5,14.189493,14.604003
441873,5,-24.341753,1.4321518
1000019,5,-19.107166,-9.552085
191452,5,-21.154116,1.5884359
45941,5,4.2053432,-1.6616411
819581,5,9.424015,-8.14604
441614,0,15.858398,0.09337902
1168613,5,-23.82597,1.104145
1379440,0,-10.875727,-5.2660527
908238,0,-3.5727587,-11.000987
202547,5,4.5647745,-7.598921
151193,5,-2.5446186,11.963314
1343171,5,8.0960455,-5.536667
342107,5,0.09600735,15.697809
700074,5,-30.165731,-40.719925
1179185,5,14.970711,12.588083
168641,5,-9.935297,23.822645
86166,0,-5.60569,-10.813215
62839,5,6.6585503,19.557064
407469,0,-5.1552815,-20.729504
925994,5,-7.20088,12.635346
901617,5,-24.919765,-7.1458282
1097487,0,-8.875724,-23.140987
1366474,5,9.049066,2.4788494
1346007,5,1.0959063,-3.9427938
113672,5,6.205312,-7.927231
269129,5,5.126958,12.963242
1136066,5,-9.951002,4.432041
681908,5,-29.228132,-41.282238
1113329,0,2.4992452,-0.64102364
1009697,5,-19.544777,8.197897
40994,1,-7.820896,-7.863722
1253906,5,3.1270142,16.760166
578950,5,3.0803576,12.104107
1143826,5,-14.825876,17.713345
821510,5,-12.310295,4.557003
1120078,5,-19.435165,-1.3802872
491639,5,-4.6540737,12.760161
748569,5,-19.185205,-6.708515
631114,5,13.673932,4.8852224
584184,5,13.205304,-9.958599
786342,5,-17.357111,-15.005295
71104,5,-27.993822,-39.50124
1298198,5,2.1898394,-3.0523586
130605,5,11.908251,17.182037
282622,5,-16.700766,-4.067931
